개방자치단체코드,관리번호,구분명,근거법령명,화장실명,소재지도로명주소,소재지지번주소,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,개방시간상세,설치연월,WGS84위도,WGS84경도,화장실소유구분명,오물처리방식,안전관리시설설치대상여부,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자,최종수정시점
3820000,202438200000100282,개방화장실,법제3조제4호,럭키할인마트,경기도 의정부시 평화로 238 (호원동),,2,2,0,0,0,0,3,0,0,김영홍,,상시,,,,,민간,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:39
3820000,202438200000100248,공중화장실,법제3조제5호,양지공원,경기도 의정부시 호국로1346번길 41 (의정부동),,3,3,1,0,0,0,7,1,0,의정부시 자원순환과,,상시,,,,,공공기관-지방자치단체,수거식,Y,Y,여자화장실,Y,Y,남자화장실+여자화장실,,2024-01-01,2024-02-02 09:39:39
3820000,202438200000100141,개방화장실,법제3조제16호-영제3조제1항제1호,송산3동 행정복지센터 5층,"경기도 의정부시 민락로 360 (낙양동, 송산3동 공공복합청사)",,1,2,1,0,0,0,4,1,0,송산3동행정복지센터,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100085,개방화장실,법제3조제16호-영제3조제1항제1호,의정부경찰서 별관1층,"경기도 의정부시 호국로 1265 (의정부동, 의정부경찰서)",,2,3,1,0,0,0,2,1,0,의정부경찰서,,상시,,,,,공공기관-국가공공기관,수세식,N,N,,N,Y,여자화장실,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100109,개방화장실,법제3조제16호-영제3조제1항제1호,의정부과학도서관 3층,"경기도 의정부시 추동로124번길 52 (신곡동, 의정부과학도서관)",,6,6,1,0,0,0,8,1,0,도서관 과학도서관팀,,정시,09:00~22:00,,,,공공기관-지방자치단체,수세식,N,Y,여자화장실,Y,Y,여자화장실,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100121,개방화장실,법제3조제16호-영제3조제1항제1호,의정부시 도시농업기술과 본관 1층,"경기도 의정부시 시민로416번길 113 (용현동, 의정부시도시농업과)",,2,3,1,0,0,0,3,1,0,의정부시 도시농업기술과,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100154,개방화장실,법제3조제16호-영제3조제1항제1호,의정부2동주민센터 1층,"경기도 의정부시 신흥로 275 (의정부동, 의정부2동주민센터)",,1,1,1,0,0,0,1,1,0,의정부2동,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100231,공중화장실,법제3조제5호,신의청결쉼터,경기도 의정부시 시민로160번길 55 (의정부동),경기도 의정부시 의정부동 38-61,0,1,1,1,1,0,2,1,0,의정부시 자원순환과,,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,Y,여자화장실,,2024-01-01,2026-02-11 10:15:07
3820000,202438200000100261,개방화장실,법제3조제11호,민락셀프주유소,경기도 의정부시 충의로 91 (용현동),,1,2,1,0,0,0,1,1,0,민락셀프주유소,,상시,,,,,민간,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:39
3820000,202438200000100277,개방화장실,법제3조제4호,갑오빌딩,경기도 의정부시 능곡로 56 (신곡동),,3,6,0,0,0,0,3,0,0,권인석,,상시,,,,,민간,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:39
3820000,202438200000100258,개방화장실,법제3조제4호,한국타이어 남부대리점,경기도 의정부시 범골로 125 (의정부동),,1,1,0,0,0,0,1,0,0,한국타이어 남부대리점,,정시,05:00~24:00,,,,민간,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:39
3820000,202438200000100180,개방화장실,법제3조제16호-영제3조제1항제1호,의정부시청 문향재 2층,"경기도 의정부시 시민로 1 (의정부동, 의정부시청)",,1,1,0,0,0,0,1,0,0,의정부시 회계과,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:39
3820000,202438200000100076,개방화장실,법제3조제16호-영제3조제1항제1호,중부지방고용노동청의정부지청 1층,"경기도 의정부시 충의로 143 (용현동, 중부지방고용노동청의정부지청)",,3,4,0,0,0,0,3,0,0,중부지방고용노동청의정부지청,,정시,09:00~18:00,,,,공공기관-국가공공기관,수세식,N,N,,Y,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100119,개방화장실,법제3조제16호-영제3조제1항제1호,의정부정보도서관 지하1층,"경기도 의정부시 의정로 41 (의정부동, 의정부정보도서관겸의회청)",,3,4,0,0,0,0,3,1,0,도서관 정보도서관팀,,정시,07:00~00:00,,,,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100069,개방화장실,법제3조제16호-영제3조제1항제1호,경기북부병무지청 병역판정검사동 3층,"경기도 의정부시 전좌로 76 (호원동, 경기도북부병무지청)",,3,5,0,0,0,0,4,0,0,경기북부병무지청,,정시,09:00~18:00,,,,공공기관-국가공공기관,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100168,개방화장실,법제3조제16호-영제3조제1항제1호,장암동주민센터 1층,"경기도 의정부시 장곡로250번길 23 (장암동, 장암동주민센터)",,1,1,1,0,0,0,1,1,0,장암동주민센터,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202638200000100007,공중화장실,,빛뜰문화공원 화장실,,경기도 의정부시 산곡동 453,0,1,1,0,0,0,0,1,0,자원순환과,,상시,,,,,공공기관-지방자치단체,수세식,,Y,남자화장실+여자화장실,Y,Y,여자화장실,,2026-02-11,2026-02-11 10:30:42
3820000,202438200000100243,공중화장실,법제3조제5호,역전근린공원 공중화장실,경기도 의정부시 평화로 535 (의정부동),,2,2,1,1,0,0,3,1,1,의정부시 자원순환과,,상시,,,,,공공기관-지방자치단체,수거식,Y,Y,여자화장실,Y,Y,남자화장실+여자화장실,,2024-01-01,2024-02-02 09:39:39
3820000,202438200000100223,간이화장실,법제3조제16호-영제3조제1항제1호,추동근린공원내(효자봉),경기도 의정부시 신곡동 산20-7,경기도 의정부시 신곡동 산20-7,1,1,0,0,0,0,1,0,0,의정부시 자원순환과,,상시,,,,,공공기관-지방자치단체,수거식,N,N,,Y,N,,,2024-01-01,2024-02-02 09:39:39
3820000,202438200000100304,개방화장실,법제3조제11호,호원IC주유소,경기도 의정부시 경의로 5 (의정부동),,1,1,0,0,0,0,1,0,0,김원혁,,상시,,,,,민간,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:39
3820000,202438200000100152,개방화장실,법제3조제16호-영제3조제1항제1호,의정부1동주민센터 2층,"경기도 의정부시 가능로152번길 14 (의정부동, 의정부1동주민센터)",,2,2,0,0,0,0,2,0,0,의정부1동주민센터,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100142,개방화장실,법제3조제16호-영제3조제1항제1호,신곡1동 행정복지센터 1층,"경기도 의정부시 발곡로 17 (신곡동, 신곡1동행정복지센터)",,1,2,0,0,0,0,2,1,0,신곡1동 행정복지센터,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100094,개방화장실,법제3조제7호,가능역,"경기도 의정부시 평화로 633 (가능동, 가능역)",,3,6,1,0,0,0,8,1,0,한국철도공사,,정시,05:00~24:00,,,,공공기관-특수법인,수세식,N,Y,여자화장실,N,Y,여자화장실,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100178,개방화장실,법제3조제16호-영제3조제1항제1호,호원2동 행정복지센터 4층,"경기도 의정부시 신흥로 115 (호원동, 호원2동행정복지센터)",,2,3,0,0,0,0,3,0,0,호원2동 행정복지센터,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:39
3820000,202438200000100268,개방화장실,법제3조제11호,민락주유소,경기도 의정부시 민락로 403 (낙양동),,2,6,0,0,0,0,2,0,0,민락주유소,,상시,,,,,민간,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:39
3820000,202438200000100183,개방화장실,법제3조제16호-영제3조제1항제1호,의정부시청 별관 2층(좌),"경기도 의정부시 시민로 1 (의정부동, 의정부시청)",,2,3,0,0,0,0,0,0,0,의정부시 회계과,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:39
3820000,202438200000100253,개방화장실,법제3조제4호,해동Ⅱ타워,"경기도 의정부시 천보로 56(민락동,해동Ⅱ타워)",,20,30,1,0,0,0,40,1,0,해동Ⅱ타워,,상시,,,,,민간,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:39
3820000,202438200000100147,개방화장실,법제3조제16호-영제3조제1항제1호,의정부시장애인종합복지관,경기도 의정부시 용민로 160 (민락동),,3,7,3,3,0,0,7,5,0,의정부시장애인종합복지관,,정시,09:00~19:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100101,개방화장실,법제3조제16호-영제3조제1항제1호,가능1동주민센터 3층,"경기도 의정부시 신촌로 35 (가능동, 가능1동주민센터)",,3,3,1,0,0,0,6,1,0,가능1동,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,N,,Y,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100194,개방화장실,법제3조제16호-영제3조제1항제1호,의정부시청 본관 3층(좌),"경기도 의정부시 시민로 1 (의정부동, 의정부시청)",,3,4,0,0,0,0,3,0,0,의정부시 회계과,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:39
3820000,202438200000100151,개방화장실,법제3조제16호-영제3조제1항제1호,의정부1동주민센터 1층,"경기도 의정부시 가능로152번길 14 (의정부동, 의정부1동주민센터)",,2,1,1,0,0,0,2,1,0,의정부1동주민센터,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,Y,여자화장실,Y,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100219,공중화장실,법제3조제5호,곤제근린공원,경기도 의정부시 송현로 123 (낙양동),,3,2,1,0,0,0,5,1,0,의정부시 자원순환과,,상시,,,,,공공기관-지방자치단체,수거식,Y,Y,여자화장실,Y,Y,여자화장실,,2024-01-01,2024-02-02 09:39:39
3820000,202438200000100068,개방화장실,법제3조제16호-영제3조제1항제1호,경기북부병무지청 병역판정검사동 2층(남자화장실),"경기도 의정부시 전좌로 76 (호원동, 경기도북부병무지청)",,1,6,0,0,0,0,0,0,0,경기북부병무지청,,정시,09:00~18:00,,,,공공기관-국가공공기관,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100137,개방화장실,법제3조제16호-영제3조제1항제1호,송산3동 행정복지센터 1층,"경기도 의정부시 민락로 360 (낙양동, 송산3동 공공복합청사)",,1,2,1,0,0,0,4,1,0,송산3동행정복지센터,,정시,07:00~22:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100079,개방화장실,법제3조제16호-영제3조제1항제1호,금오119안전센터,"경기도 의정부시 호국로 1434-14 (금오동, 파발119안전센터)",,2,2,1,0,0,0,1,1,0,금오119안전센터,,상시,,,,,공공기관-국가공공기관,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100192,개방화장실,법제3조제16호-영제3조제1항제1호,의정부시청 본관 2층,"경기도 의정부시 시민로 1 (의정부동, 의정부시청)",,3,4,0,0,0,0,3,0,0,의정부시 회계과,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:39
3820000,202438200000100135,개방화장실,법제3조제16호-영제3조제1항제1호,송산2동 주민센터 2층,"경기도 의정부시 용민로 115 (민락동, 송산2동주민센터)",,2,2,0,0,0,0,2,0,0,송산2동주민센터,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100204,공중화장실,법제3조제5호,배꽃근린공원,경기도 의정부시 배꽃길 4 (고산동),경기도 의정부시 고산동 866,1,3,1,0,0,0,4,1,0,의정부시 자원순환과,,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,Y,남자화장실+여자화장실,,2024-01-01,2026-02-11 10:34:37
3820000,202438200000100096,개방화장실,법제3조제7호,망월사역,"경기도 의정부시 평화로 221 (호원동, 망월사역)",,7,9,1,0,0,0,14,1,0,한국철도공사,,상시,,,,,공공기관-특수법인,수세식,N,Y,여자화장실,N,Y,여자화장실,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100086,개방화장실,법제3조제16호-영제3조제1항제1호,의정부경찰서 본관1층,"경기도 의정부시 호국로 1265 (의정부동, 의정부경찰서)",,3,3,1,0,0,0,3,1,0,의정부경찰서,,상시,,,,,공공기관-국가공공기관,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100211,간이화장실,법제3조제16호-영제3조제1항제1호,무지랭이 약수터,경기도 의정부시 민락동 31-1,경기도 의정부시 민락동 31-1,0,1,0,0,0,0,0,2,0,의정부시 자원순환과,,상시,,,,,공공기관-지방자치단체,수거식,N,N,,Y,N,,,2024-01-01,2024-02-02 09:39:39
3820000,202438200000100187,개방화장실,법제3조제16호-영제3조제1항제1호,의정부시청 별관 4층(좌),"경기도 의정부시 시민로 1 (의정부동, 의정부시청)",,2,3,0,0,0,0,0,0,0,의정부시 회계과,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:39
3820000,202438200000100115,개방화장실,법제3조제16호-영제3조제1항제1호,의정부영어도서관2층,"경기도 의정부시 회룡로 79 (호원동, 의정부영어도서관)",,2,4,0,0,0,0,4,1,0,의정부어린이도서관,,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,N,Y,여자화장실,N,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100236,공중화장실,법제3조제16호-영제3조제1항제1호,행복갤러리 공중화장실,"경기도 의정부시 장곡로 147, 의정부자원회수시설 (장암동)",경기도 의정부시 장암동 44-5 의정부자원회수시설,1,2,1,0,0,0,3,1,0,의정부시 자원순환과,,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,,,2024-01-01,2026-02-11 10:13:18
3820000,202438200000100092,개방화장실,법제3조제16호-영제3조제1항제1호,의정부면허시험장 본관 3층,"경기도 의정부시 금오로109번길 55 (금오동, 의정부운전면허시험장)",,2,3,0,0,0,0,2,0,0,의정부면허시험장,,정시,08:30~18:00,,,,공공기관-국가공공기관,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100228,공중화장실,법제3조제5호,직동근린공원(청소년회관 뒤),경기도 의정부시 의정로 27-35 (의정부동),,2,1,1,0,0,0,3,1,0,의정부시 자원순환과,,상시,,,,,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,,,2024-01-01,2024-02-02 09:39:39
3820000,202438200000100098,개방화장실,법제3조제7호,회룡역,"경기도 의정부시 평화로 363 (호원동, 회룡역)",,8,16,1,0,0,1,25,1,0,한국철도공사,,상시,,,,,공공기관-특수법인,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:38
3820000,202438200000100302,개방화장실,법제3조제11호,착한주유소,"경기도 의정부시 호국로 1097 (가능동, 오토월드직영가능주유소)",,2,2,0,0,0,0,2,0,0,이훈희,,정시,09:00~17:00,,,,민간,수세식,N,N,,N,N,,,2024-01-01,2024-02-02 09:39:39
3830000,202238300000101939,공중화장실,,안양과천교육지원청,경기도 안양시 동안구 관평로 210,,3,7,0,0,0,0,5,0,0,안양과천교육지원청,0313807056,,09:00~18:00,,,,공공기관-국가,수세식,,N,,N,N,,,2022-12-31,2022-12-31 11:48:45
3830000,202238300000102024,공중화장실,,중앙공원 매점 앞 공중화장실,경기도 안양시 동안구 관평로 149,경기도 안양시 동안구 평촌동 895,4,9,1,0,0,0,10,1,0,안양시 공원관리과,03180455015,,00:00~24:00,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,Y,여자화장실,,2022-12-31,2022-12-31 11:48:45
3830000,202238300000102038,공중화장실,,초원어린이공원 공중화장실,,경기도 안양시 동안구 평촌동 896-3,2,2,1,0,0,0,2,1,1,안양시 공원관리과,03180455021,,00:00~24:00,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,Y,여자화장실,,2022-12-31,2022-12-31 11:48:45
3830000,202238300000101815,개방화장실,,동안빌딩 개방화장실,경기도 안양시 동안구 평촌대로223번길 31,,2,3,0,0,0,0,3,0,0,동안빌딩,0313878403,,00:00~24:00,,,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,,Y,N,,,2022-12-31,2022-12-31 11:48:44
3830000,202238300000101767,공중화장실,법제3조제16호-영제3조제1항제1호,관양동 행정복지센터 공중화장실,경기도 안양시 동안구 관평로 358번길 46,경기도 안양시 동안구 관양동 1407-1,4,2,3,4,0,0,10,2,0,관양동 행정복지센터,03180454650,정시,09:00~18:00,,,,공공기관-지방자치단체,수세식,Y,Y,장애인화장실+여자화장실,Y,N,,,2022-12-31,2023-12-28 15:48:29
3830000,202238300000102029,개방화장실,,중앙시장 상인회관 개방화장실,경기도 안양시 만안구 냉천로185번길 8(안양동),,1,2,1,1,0,0,2,1,0,중앙시장 상인회,0314479961,,00:00~24:00,,,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,Y,여자화장실,Y,Y,여자화장실,,2022-12-31,2022-12-31 11:48:45
3830000,202238300000102064,공중화장실,,학운공원 공중화장실(1),,경기도 안양시 동안구 비산동 1100,2,3,1,0,0,0,4,1,0,안양시 공원관리과,03180455015,,00:00~24:00,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,Y,여자화장실,,2022-12-31,2022-12-31 11:48:46
3830000,202338300000100010,개방화장실,법제3조제17호-영제3조제2항제1호,에이스 하이테크시티 범계,"경기도 안양시 동안구 시민대로109번길 29, 에이스하이테크시티 범계 (호계동)",경기도 안양시 동안구 호계동 900 에이스하이테크시티 범계,2,1,2,2,0,0,3,2,0,에이스하이테크시티,,정시,08:00~20:00,,,,민간,수세식,N,N,,N,N,,,2023-12-31,2023-12-28 10:25:17
3830000,202238300000101822,공중화장실,,동편공원 공중화장실,,경기도 안양시 동안구 관양동 1660,1,3,0,0,0,0,2,1,0,안양시 공원관리과,03180455015,,00:00~24:00,,,,공공기관-지방자치단체,수세식,,N,,N,N,,,2022-12-31,2022-12-31 11:48:44
3830000,202238300000101890,간이화장실,법제3조제1호,삼성산 화장실,,경기도 안양시 만안구 석수동 산45-46,1,1,0,0,0,0,3,0,0,안양시 만안구 교통녹지과,03180453511,상시,,,37.417494,126.913208,공공기관-지방자치단체,수세식,Y,N,,N,N,,,2022-12-31,2024-02-15 14:41:42
3830000,202238300000102086,공중화장실,,호계공원 매봉광장 옆 공중화장실,경기도 안양시 동안구 귀인로80번길 128,경기도 안양시 동안구 호계동 335-112,3,5,1,0,0,0,4,1,0,안양시 공원관리과,03180455015,,00:00~24:00,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,2022-12-31 11:48:46
3830000,202238300000101888,공중화장실,법제3조제1호,삼막사초소 공중화장실,,경기도 안양시 만안구 석수동 산14-4,1,2,0,0,0,0,2,0,0,안양시 만안구 교통녹지과,03180453511,상시,,,37.436811,126.924458,공공기관-지방자치단체,수세식,Y,N,,N,N,,,2022-12-31,2023-12-28 17:40:33
3830000,202238300000101991,공중화장실,법제3조제5호,애향소공원 공중화장실,경기도 안양시 만안구 안양천서로 190,경기도 안양시 만안구 안양동 250,1,2,0,0,0,0,2,0,0,안양시 만안구 교통녹지과,03180453511,상시,,,37.394322,126.937201,공공기관-지방자치단체,수세식,Y,Y,여자화장실,Y,N,,,2022-12-31,2023-12-28 17:38:15
3830000,202238300000102000,공중화장실,,예술공원 수목원 입구 공중화장실,,경기도 안양시 만안구 석수동 산20-2,4,6,0,0,0,0,6,0,0,안양시 공원관리과,03180455285,,00:00~24:00,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,Y,여자화장실,,2022-12-31,2022-12-31 11:48:45
3830000,202238300000101874,공중화장실,,부안어린이공원 공중화장실,,경기도 안양시 동안구 관양동 1588-4,2,2,1,0,0,0,2,1,0,안양시 공원관리과,03180455021,,00:00~24:00,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,N,Y,여자화장실,,2022-12-31,2022-12-31 11:48:44
3830000,202238300000101851,개방화장실,,박달시장 상인회관 개방화장실,경기도 안양시 만안구 양화로 132-3,경기도 안양시 만안구 박달동 21-8,3,4,1,0,0,0,7,0,0,박달시장 상인회관,0314692660,,07:00~23:00,,,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,Y,장애인화장실,Y,Y,여자화장실,,2022-12-31,2022-12-31 11:48:44
3830000,202238300000101798,개방화장실,,다운타운빌딩 개방화장실,경기도 안양시 동안구 시민대로 214(호계동),,2,3,1,0,0,0,2,0,0,다운타운빌딩,0314761336,,00:00~24:00,,,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,Y,장애인화장실,Y,N,,,2022-12-31,2022-12-31 11:48:43
3830000,202238300000101942,공중화장실,,안양노동복지회관,"경기도 안양시 만안구 안양로 3(안양동, 안양노동복지회관)",,4,6,0,0,0,0,4,0,0,안양노동복지회관,0262770000,,00:00~00:00,,,,공공기관-국가공공기관,수세식,,N,,N,N,,,2022-12-31,2022-12-31 11:48:45
3830000,202238300000101785,공중화장실,,꿈자람어린이공원 공중화장실,,경기도 안양시 동안구 호계동 1054-4,2,2,1,0,1,0,2,1,1,안양시 공원관리과,03180455021,,00:00~24:00,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,2022-12-31 11:48:43
3830000,202238300000102099,공중화장실,,희성어린이공원화장실,,경기도 안양시 달안동 1101-3,2,2,1,0,0,0,2,1,0,안양시 공원관리과,03180455021,,00:00~24:00,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,2022-12-31 11:48:46
3830000,202338300000100005,공중화장실,,안양만안경찰서,"경기도 안양시 만안구 냉천로 63, 안양만안경찰서 (안양동)",경기도 안양시 만안구 안양동 578-8 안양만안경찰서,3,2,1,1,0,0,6,1,0,안양만안경찰서,,,09:00~18:00,,,,공공기관-국가공공기관,수세식,,N,,N,Y,여자화장실,,2023-08-03,2023-08-03 10:58:09
3830000,202238300000102110,공중화장실,법제3조제6호,느루소공원공영,동안구 호계동 954-4 호계1동소공원 지하,동안구 호계동 954-4 호계1동소공원 지하,1,0,1,1,0,0,2,1,0,안양도시공사(주차사업부),0313895326,상시,,,,,공공기관-지방자치단체,수세식,N,Y,여자화장실,Y,N,,,2022-12-31,2024-02-15 14:49:57
3830000,202238300000101819,공중화장실,,동안평생교육센터 화장실,경기도 안양시 동안구 동안로 149,,8,10,0,0,0,0,18,0,0,안양시 평생학습과,03180456044,,09:00~18:00,,,,공공기관-지방자치단체,수세식,,N,,N,N,,,2022-12-31,2023-09-15 16:55:59
3830000,202238300000101867,간이화장실,,병목안 주차장내 공중화장실,,경기도 안양시 만안구 안양동 1146-2,1,1,0,0,0,0,3,0,0,안양시 자원순환과,03180452256,,00:00~24:00,,,,공공기관-지방자치단체,수세식,,Y,여자화장실,Y,N,,,2022-12-31,2022-12-31 11:48:44
3830000,202238300000101813,공중화장실,,동안노인복지회관 화장실,경기도 안양시 동안구 동안로 151,,6,9,1,0,0,0,12,0,0,안양시 평생학습과,03180456044,,09:00~18:00,,,,공공기관-지방자치단체,수세식,,N,,N,N,,,2022-12-31,2023-09-15 16:57:06
3830000,202238300000101772,개방화장실,,관양시장문화센터 개방화장실,경기도 안양시 동안구 관평로336번길 31(관양동),,3,3,0,0,0,0,4,0,0,관양시장문화센터,0313865577,,07:00~20:00,,,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,,Y,Y,여자화장실,,2022-12-31,2023-04-13 16:31:24
3830000,202238300000101927,공중화장실,,안양2동 행정복지센터 공중화장실,경기도 안양시 만안구 안양로384번길 50,경기도 안양시 만안구 안양동 842-2,2,3,1,0,0,0,3,0,0,안양2동 행정복지센터,03180453610,,08:00-22:00,,,,공공기관-지방자치단체,수세식,,N,,Y,N,,,2022-12-31,2022-12-31 11:48:44
3830000,202238300000101974,공중화장실,법제3조제13호,안양종합운동장 수영장,경기도 안양시 동안구 평촌대로 389,,8,11,0,0,0,0,12,0,0,안양도시공사(종합운동장사업부),0313895294,정시,05:00~21:00,,,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,N,N,,N,N,,,2022-12-31,2024-02-15 15:54:16
3830000,202238300000102089,공중화장실,,호계도서관 화장실,"경기도 안양시 동안구 경수대로685번길 26 (호계동, 안양시립호계도서관)",,8,10,1,0,0,0,10,0,0,안양시 동안구도서관,03180456253,,09:00~18:00,,,,공공기관-지방자치단체,수세식,,N,,N,N,,,2022-12-31,2023-10-05 17:02:54
3830000,202238300000101805,공중화장실,,대원어린이공원 공중화장실,,경기도 안양시 동안구 평촌동 898-5,2,2,1,0,0,0,3,1,0,안양시 공원관리과,03180455021,,00:00~24:00,,,,공공기관-지방자치단체,수세식,,Y,여자화장실+남자화장실,Y,Y,여자화장실,,2022-12-31,2023-09-15 16:44:36
3830000,202338300000100011,공중화장실,법제3조제17호-영제3조제2항제1호,안양4동 복지회관 공중화장실,경기도 안양시 만안구 냉천로193번길 31 (안양동),경기도 안양시 만안구 안양동 711-266,1,1,0,1,0,0,2,0,0,안양4동 행정복지센터,03180453630,정시,09:00~20:00,,,,공공기관-지방자치단체,수세식,Y,N,,Y,N,,,2023-12-31,2023-12-28 18:00:35
3830000,202238300000101921,공중화장실,법제3조제16호-영제3조제1항제1호,신촌동 행정복지센터 화장실,경기도 안양시 동안구 동안로 28,경기도 안양시 동안구 호계동 1056-2,4,7,2,1,0,0,10,2,0,신촌동 행정복지센터,03180454752,정시,09:00~18:00,,37.38197,126.956442,공공기관-지방자치단체,수세식,Y,Y,여자화장실,N,Y,여자화장실,,2022-12-31,2023-12-28 16:13:01
3830000,202238300000102008,공중화장실,,운곡공원 공중화장실,,경기도 안양시 동안구 비산동 249-6,2,2,1,0,0,0,2,1,0,안양시 공원관리과,03180455015,,00:00~24:00,,,,공공기관-지방자치단체,수세식,,Y,여자화장실+남자화장실,Y,Y,여자화장실,,2022-12-31,2023-09-15 16:48:02
3830000,202338300000100002,개방화장실,,진한빌딩(2층) 개방화장실,"경기도 안양시 동안구 인덕원로24번길 56, 2층 (관양동)",경기도 안양시 동안구 관양동 1496,1,2,0,0,0,0,1,0,0,민간건물,,,24시간,202303,,,공공기관-지방공공기관(지방공기업/지방출자출연기관),수세식,,N,,N,N,,,2023-03-02,2023-04-13 16:27:30
